theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size_param,radius,wavelength
190.0,0.0,0.79737,0.0019131,-0.0015255,-0.001525,0.001913,2.856e-12,9.482e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
195.0,0.0,0.80369,0.0018078,-0.0014529,-0.001453,0.001808,1.607e-12,1.31e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
200.0,0.0,0.81236,0.0016567,-0.0013458,-0.001346,0.001657,1.795e-12,1.543e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
205.0,0.0,0.8232,0.0014585,-0.0012006,-0.001201,0.001458,7.452e-12,5.481e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
210.0,0.0,0.83597,0.0012154,-0.0010161,-0.001016,0.001215,-3.491e-13,-5.622e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
215.0,0.0,0.85032,0.00093606,-0.00079595,-0.0007959,0.0009361,7.957e-12,3.586e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
220.0,0.0,0.8658,0.00063829,-0.00055264,-0.0005526,0.0006383,-4.776e-12,-4.637e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
225.0,0.0,0.8819,0.00035269,-0.00031103,-0.000311,0.0003527,3.865e-12,-2.704e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
230.0,0.0,0.89901,0.00012494,-0.00011232,-0.0001123,0.0001249,1.713e-12,-2.358e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
235.0,0.0,0.96941,1.6959e-05,-1.644e-05,-1.644e-05,1.696e-05,-1.383e-12,-2.195e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
240.0,0.0,0.96573,0.00010559,-0.00010197,-0.000102,0.0001056,-2.062e-12,-2.539e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
245.0,0.0,0.9662,0.00047842,-0.00046225,-0.0004623,0.0004784,-8.757e-12,1.215e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
250.0,0.0,0.97591,0.0012265,-0.0011969,-0.001197,0.001226,-2.873e-11,-2.154e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
255.0,0.0,0.98563,0.0024341,-0.0023991,-0.002399,0.002434,-2.019e-11,-3.231e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
260.0,0.0,0.99337,0.0041672,-0.0041395,-0.00414,0.004167,9.242e-12,7.566e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
265.0,0.0,0.9983,0.006462,-0.006451,-0.006451,0.006462,-9.484e-11,-5.189e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
270.0,0.0,1.0,0.0093157,-0.0093157,-0.009316,0.009316,-9.414e-11,-1.208e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
275.0,0.0,0.99827,0.012682,-0.01266,-0.01266,0.01268,-1.112e-11,1.829e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
280.0,0.0,0.99312,0.016469,-0.016356,-0.01636,0.01647,-3.042e-11,1.032e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
285.0,0.0,0.98471,0.020552,-0.020238,-0.02024,0.02055,-8.365e-11,-1.493e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
290.0,0.0,0.97336,0.024779,-0.024119,-0.02412,0.02478,-9.868e-11,-1.491e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
295.0,0.0,0.9595,0.028987,-0.027813,-0.02781,0.02899,-1.826e-10,-7.843e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
300.0,0.0,0.94364,0.033022,-0.031161,-0.03116,0.03302,-1.423e-10,9.243e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
305.0,0.0,0.92636,0.036752,-0.034045,-0.03405,0.03675,-2.036e-10,-1.664e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
310.0,0.0,0.90826,0.040074,-0.036397,-0.0364,0.04007,-1.253e-10,-9.196e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
315.0,0.0,0.88995,0.042926,-0.038202,-0.0382,0.04293,-1.27e-10,-1.082e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
320.0,0.0,0.87198,0.045285,-0.039488,-0.03949,0.04529,-1.439e-10,7.412e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
325.0,0.0,0.85488,0.047163,-0.040319,-0.04032,0.04716,-2.703e-10,2.822e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
330.0,0.0,0.83914,0.0486,-0.040782,-0.04078,0.0486,7.527e-11,3.159e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
335.0,0.0,0.82514,0.049654,-0.040972,-0.04097,0.04965,-7.67e-11,-3.987e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
340.0,0.0,0.81324,0.050393,-0.040982,-0.04098,0.05039,4.643e-11,1.355e-10,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
345.0,0.0,0.80371,0.050885,-0.040897,-0.0409,0.05088,1.969e-11,5.594e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
350.0,0.0,0.79676,0.051188,-0.040784,-0.04078,0.05119,-3.386e-11,-1.65e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
355.0,0.0,0.79253,0.05135,-0.040696,-0.0407,0.05135,-2.69e-11,1.23e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
360.0,0.0,0.79111,0.051401,-0.040663,-0.04066,0.0514,1.413e-17,2.348e-17,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
0.0,90.0,0.79111,0.051401,0.040663,0.04066,0.0514,3.555e-09,-2.914e-16,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
5.0,90.0,0.78999,0.050577,0.039955,0.03996,0.05058,3.508e-09,-4.522e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
10.0,90.0,0.7866,0.048179,0.037897,0.0379,0.04818,3.373e-09,-1.758e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
15.0,90.0,0.78077,0.044416,0.034679,0.03468,0.04442,3.157e-09,-3.777e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
20.0,90.0,0.77223,0.03961,0.030588,0.03059,0.03961,2.876e-09,-6.289e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
25.0,90.0,0.76056,0.034147,0.025971,0.02597,0.03415,2.549e-09,-9.027e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
30.0,90.0,0.74514,0.028435,0.021188,0.02119,0.02844,2.196e-09,-1.171e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
35.0,90.0,0.72507,0.022855,0.016571,0.01657,0.02285,1.839e-09,-1.408e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
40.0,90.0,0.6991,0.017714,0.012384,0.01238,0.01771,1.495e-09,-1.593e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
45.0,90.0,0.66536,0.013229,0.0088021,0.008802,0.01323,1.179e-09,-1.711e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
50.0,90.0,0.62118,0.0095108,0.0059079,0.005908,0.009511,9.007e-10,-1.759e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
55.0,90.0,0.56254,0.006577,0.0036998,0.0037,0.006577,6.66e-10,-1.738e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
60.0,90.0,0.48347,0.0043716,0.0021135,0.002114,0.004372,4.754e-10,-1.658e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
65.0,90.0,0.37503,0.0027918,0.001047,0.001047,0.002792,3.262e-10,-1.531e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
70.0,90.0,0.2244,0.0017141,0.00038464,0.0003846,0.001714,2.137e-10,-1.373e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
75.0,90.0,0.01527,0.0010156,1.5512e-05,1.551e-05,0.001016,1.318e-10,-1.196e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
80.0,90.0,0.26479,0.00058724,-0.00015549,-0.0001555,0.0005872,7.451e-11,-1.013e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
85.0,90.0,0.59759,0.00034015,-0.00020327,-0.0002033,0.0003402,3.624e-11,-8.336e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
90.0,90.0,0.88489,0.00020672,-0.00018293,-0.0001829,0.0002067,1.224e-11,-6.641e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
95.0,90.0,0.96045,0.00013824,-0.00013278,-0.0001328,0.0001382,-1.295e-12,-5.092e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
100.0,90.0,0.76779,0.0001016,-7.8005e-05,-7.801e-05,0.0001016,-7.399e-12,-3.716e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
105.0,90.0,0.44299,7.6125e-05,-3.3722e-05,-3.372e-05,7.612e-05,-8.489e-12,-2.531e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
110.0,90.0,0.13449,5.1409e-05,-6.9141e-06,-6.914e-06,5.141e-05,-6.589e-12,-1.546e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
115.0,90.0,0.09907,2.5841e-05,2.5601e-06,2.56e-06,2.584e-05,-3.499e-12,-7.648e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
120.0,90.0,0.24832,5.4574e-06,1.3552e-06,1.355e-06,5.457e-06,-8.804e-13,-1.828e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
125.0,90.0,0.70759,2.3398e-06,1.6556e-06,1.656e-06,2.34e-06,-2.4e-13,2.126e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
130.0,90.0,0.59972,3.2043e-05,1.9217e-05,1.922e-05,3.204e-05,-2.835e-12,4.432e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
135.0,90.0,0.63897,0.00010997,7.0265e-05,7.027e-05,0.00011,-9.523e-12,5.387e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
140.0,90.0,0.67832,0.00024718,0.00016766,0.0001677,0.0002472,-2.061e-11,5.338e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
145.0,90.0,0.71032,0.00044661,0.00031724,0.0003172,0.0004466,-3.579e-11,4.647e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
150.0,90.0,0.73534,0.00070073,0.00051527,0.0005153,0.0007007,-5.409e-11,3.64e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
155.0,90.0,0.75456,0.00099136,0.00074804,0.000748,0.0009914,-7.407e-11,2.578e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
160.0,90.0,0.76903,0.0012918,0.00099341,0.0009934,0.001292,-9.393e-11,1.631e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
165.0,90.0,0.77957,0.0015706,0.0012244,0.001224,0.001571,-1.118e-10,8.918e-14,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
170.0,90.0,0.78673,0.0017968,0.0014136,0.001414,0.001797,-1.26e-10,3.839e-14,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
175.0,90.0,0.79088,0.0019441,0.0015376,0.001538,0.001944,-1.351e-10,9.326e-15,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
180.0,90.0,0.79225,0.0019953,0.0015807,0.001581,0.001995,-1.382e-10,-8.5e-17,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
185.0,90.0,0.79088,0.0019441,0.0015376,0.001538,0.001944,-1.351e-10,9.332e-15,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
190.0,90.0,0.78673,0.0017968,0.0014136,0.001414,0.001797,-1.26e-10,3.837e-14,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
195.0,90.0,0.77957,0.0015706,0.0012244,0.001224,0.001571,-1.118e-10,8.924e-14,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
200.0,90.0,0.76903,0.0012918,0.00099341,0.0009934,0.001292,-9.393e-11,1.632e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
205.0,90.0,0.75456,0.00099136,0.00074804,0.000748,0.0009914,-7.407e-11,2.577e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
210.0,90.0,0.73534,0.00070073,0.00051527,0.0005153,0.0007007,-5.409e-11,3.641e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
215.0,90.0,0.71032,0.00044661,0.00031723,0.0003172,0.0004466,-3.579e-11,4.647e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
220.0,90.0,0.67832,0.00024717,0.00016766,0.0001677,0.0002472,-2.061e-11,5.338e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
225.0,90.0,0.63897,0.00010997,7.0265e-05,7.026e-05,0.00011,-9.522e-12,5.387e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
230.0,90.0,0.59973,3.2043e-05,1.9217e-05,1.922e-05,3.204e-05,-2.835e-12,4.432e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
235.0,90.0,0.70759,2.3398e-06,1.6556e-06,1.656e-06,2.34e-06,-2.4e-13,2.126e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
240.0,90.0,0.24832,5.4575e-06,1.3552e-06,1.355e-06,5.457e-06,-8.804e-13,-1.828e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
245.0,90.0,0.09907,2.5842e-05,2.5602e-06,2.56e-06,2.584e-05,-3.499e-12,-7.648e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
250.0,90.0,0.13449,5.1409e-05,-6.9141e-06,-6.914e-06,5.141e-05,-6.589e-12,-1.546e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
255.0,90.0,0.44299,7.6125e-05,-3.3722e-05,-3.372e-05,7.612e-05,-8.489e-12,-2.531e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
260.0,90.0,0.76779,0.0001016,-7.8005e-05,-7.801e-05,0.0001016,-7.399e-12,-3.716e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
265.0,90.0,0.96045,0.00013824,-0.00013278,-0.0001328,0.0001382,-1.295e-12,-5.092e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
270.0,90.0,0.88489,0.00020672,-0.00018293,-0.0001829,0.0002067,1.224e-11,-6.641e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
275.0,90.0,0.59759,0.00034015,-0.00020327,-0.0002033,0.0003402,3.624e-11,-8.336e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
280.0,90.0,0.26478,0.00058724,-0.00015549,-0.0001555,0.0005872,7.451e-11,-1.013e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
285.0,90.0,0.01528,0.0010156,1.5515e-05,1.551e-05,0.001016,1.318e-10,-1.196e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
290.0,90.0,0.2244,0.0017141,0.00038464,0.0003846,0.001714,2.137e-10,-1.373e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
295.0,90.0,0.37504,0.0027918,0.001047,0.001047,0.002792,3.262e-10,-1.531e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
300.0,90.0,0.48347,0.0043716,0.0021135,0.002114,0.004372,4.754e-10,-1.658e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
305.0,90.0,0.56254,0.006577,0.0036998,0.0037,0.006577,6.66e-10,-1.738e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
310.0,90.0,0.62118,0.0095108,0.0059079,0.005908,0.009511,9.007e-10,-1.759e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
315.0,90.0,0.66536,0.013229,0.0088021,0.008802,0.01323,1.179e-09,-1.711e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
320.0,90.0,0.6991,0.017714,0.012384,0.01238,0.01771,1.495e-09,-1.592e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
325.0,90.0,0.72507,0.022855,0.016571,0.01657,0.02285,1.839e-09,-1.408e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
330.0,90.0,0.74514,0.028435,0.021188,0.02119,0.02844,2.196e-09,-1.171e-11,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
335.0,90.0,0.76056,0.034147,0.025971,0.02597,0.03415,2.549e-09,-9.027e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
340.0,90.0,0.77223,0.03961,0.030588,0.03059,0.03961,2.876e-09,-6.292e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
345.0,90.0,0.78077,0.044416,0.034679,0.03468,0.04442,3.157e-09,-3.775e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
350.0,90.0,0.7866,0.048179,0.037897,0.0379,0.04818,3.373e-09,-1.755e-12,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
355.0,90.0,0.78999,0.050577,0.039955,0.03996,0.05058,3.508e-09,-4.519e-13,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
360.0,90.0,0.79111,0.051401,0.040663,0.04066,0.0514,3.555e-09,-2.914e-16,0.070473,0.0010765,-0.22311,RCTGLPRSM,0.8193,0.064,0.4908
0.0,0.0,7e-05,61.426,-0.00030327,-0.0003033,61.43,-0.00422,-4.044e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
5.0,0.0,0.0017,60.267,-0.10201,-0.102,60.27,-0.009566,9.085e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
10.0,0.0,0.00554,57.098,-0.31611,-0.3161,57.1,-0.01448,0.0002262,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
