 >REASHP: option FROM_FILE
      6174 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.03415  -0.20775  -0.10130 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   1778    3    1   14 1 1 1
   1779    3    1   15 1 1 1
   1780    3    1   16 1 1 1
   1781    3    1   17 1 1 1
   1782    3    1   18 1 1 1
   1783    3    1   19 1 1 1
   1784    3    1   20 1 1 1
   1785    3    1   21 1 1 1
   1786    3    2    1 1 1 1
   1787    3    2    2 1 1 1
   1788    3    2    3 1 1 1
   1789    3    2    4 1 1 1
   1790    3    2    5 1 1 1
   1791    3    2    6 1 1 1
   1792    3    2    7 1 1 1
   1793    3    2    8 1 1 1
   1794    3    2    9 1 1 1
   1795    3    2   10 1 1 1
   1796    3    2   11 1 1 1
   1797    3    2   12 1 1 1
   1798    3    2   13 1 1 1
   1799    3    2   14 1 1 1
   1800    3    2   15 1 1 1
   1801    3    2   16 1 1 1
   1802    3    2   17 1 1 1
   1803    3    2   18 1 1 1
   1804    3    2   19 1 1 1
   1805    3    2   20 1 1 1
   1806    3    2   21 1 1 1
   1807    3    3    1 1 1 1
   1808    3    3    2 1 1 1
   1809    3    3    3 1 1 1
   1810    3    3    4 1 1 1
   1811    3    3    5 1 1 1
   1812    3    3    6 1 1 1
   1813    3    3    7 1 1 1
   1814    3    3    8 1 1 1
   1815    3    3    9 1 1 1
   1816    3    3   10 1 1 1
   1817    3    3   11 1 1 1
   1818    3    3   12 1 1 1
   1819    3    3   13 1 1 1
   1820    3    3   14 1 1 1
   1821    3    3   15 1 1 1
   1822    3    3   16 1 1 1
   1823    3    3   17 1 1 1
   1824    3    3   18 1 1 1
   1825    3    3   19 1 1 1
   1826    3    3   20 1 1 1
   1827    3    3   21 1 1 1
   1828    3    4    1 1 1 1
   1829    3    4    2 1 1 1
   1830    3    4    3 1 1 1
   1831    3    4    4 1 1 1
   1832    3    4    5 1 1 1
   1833    3    4    6 1 1 1
   1834    3    4    7 1 1 1
   1835    3    4    8 1 1 1
   1836    3    4    9 1 1 1
   1837    3    4   10 1 1 1
   1838    3    4   11 1 1 1
   1839    3    4   12 1 1 1
   1840    3    4   13 1 1 1
   1841    3    4   14 1 1 1
   1842    3    4   15 1 1 1
   1843    3    4   16 1 1 1
   1844    3    4   17 1 1 1
   1845    3    4   18 1 1 1
   1846    3    4   19 1 1 1
   1847    3    4   20 1 1 1
   1848    3    4   21 1 1 1
   1849    3    5    1 1 1 1
   1850    3    5    2 1 1 1
   1851    3    5    3 1 1 1
   1852    3    5    4 1 1 1
   1853    3    5    5 1 1 1
   1854    3    5    6 1 1 1
   1855    3    5    7 1 1 1
   1856    3    5    8 1 1 1
   1857    3    5    9 1 1 1
   1858    3    5   10 1 1 1
   1859    3    5   11 1 1 1
   1860    3    5   12 1 1 1
   1861    3    5   13 1 1 1
   1862    3    5   14 1 1 1
   1863    3    5   15 1 1 1
   1864    3    5   16 1 1 1
   1865    3    5   17 1 1 1
   1866    3    5   18 1 1 1
   1867    3    5   19 1 1 1
   1868    3    5   20 1 1 1
   1869    3    5   21 1 1 1
   1870    3    6    1 1 1 1
   1871    3    6    2 1 1 1
   1872    3    6    3 1 1 1
   1873    3    6    4 1 1 1
   1874    3    6    5 1 1 1
   1875    3    6    6 1 1 1
   1876    3    6    7 1 1 1
   1877    3    6    8 1 1 1
   1878    3    6    9 1 1 1
   1879    3    6   10 1 1 1
   1880    3    6   11 1 1 1
   1881    3    6   12 1 1 1
   1882    3    6   13 1 1 1
   1883    3    6   14 1 1 1
   1884    3    6   15 1 1 1
   1885    3    6   16 1 1 1
   1886    3    6   17 1 1 1
   1887    3    6   18 1 1 1
   1888    3    6   19 1 1 1
   1889    3    6   20 1 1 1
   1890    3    6   21 1 1 1
   1891    3    7    1 1 1 1
   1892    3    7    2 1 1 1
   1893    3    7    3 1 1 1
   1894    3    7    4 1 1 1
   1895    3    7    5 1 1 1
   1896    3    7    6 1 1 1
   1897    3    7    7 1 1 1
   1898    3    7    8 1 1 1
   1899    3    7    9 1 1 1
   1900    3    7   10 1 1 1
   1901    3    7   11 1 1 1
   1902    3    7   12 1 1 1
   1903    3    7   13 1 1 1
   1904    3    7   14 1 1 1
   1905    3    7   15 1 1 1
   1906    3    7   16 1 1 1
   1907    3    7   17 1 1 1
   1908    3    7   18 1 1 1
   1909    3    7   19 1 1 1
   1910    3    7   20 1 1 1
   1911    3    7   21 1 1 1
   1912    3    8    1 1 1 1
   1913    3    8    2 1 1 1
   1914    3    8    3 1 1 1
   1915    3    8    4 1 1 1
   1916    3    8    5 1 1 1
   1917    3    8    6 1 1 1
   1918    3    8    7 1 1 1
   1919    3    8    8 1 1 1
   1920    3    8    9 1 1 1
   1921    3    8   10 1 1 1
   1922    3    8   11 1 1 1
   1923    3    8   12 1 1 1
   1924    3    8   13 1 1 1
   1925    3    8   14 1 1 1
   1926    3    8   15 1 1 1
   1927    3    8   16 1 1 1
   1928    3    8   17 1 1 1
   1929    3    8   18 1 1 1
   1930    3    8   19 1 1 1
   1931    3    8   20 1 1 1
   1932    3    8   21 1 1 1
   1933    3    9    1 1 1 1
   1934    3    9    2 1 1 1
   1935    3    9    3 1 1 1
   1936    3    9    4 1 1 1
   1937    3    9    5 1 1 1
   1938    3    9    6 1 1 1
   1939    3    9    7 1 1 1
   1940    3    9    8 1 1 1
   1941    3    9    9 1 1 1
   1942    3    9   10 1 1 1
   1943    3    9   11 1 1 1
   1944    3    9   12 1 1 1
   1945    3    9   13 1 1 1
   1946    3    9   14 1 1 1
   1947    3    9   15 1 1 1
   1948    3    9   16 1 1 1
   1949    3    9   17 1 1 1
   1950    3    9   18 1 1 1
   1951    3    9   19 1 1 1
   1952    3    9   20 1 1 1
   1953    3    9   21 1 1 1
   1954    3   10    1 1 1 1
   1955    3   10    2 1 1 1
   1956    3   10    3 1 1 1
   1957    3   10    4 1 1 1
   1958    3   10    5 1 1 1
   1959    3   10    6 1 1 1
   1960    3   10    7 1 1 1
   1961    3   10    8 1 1 1
   1962    3   10    9 1 1 1
   1963    3   10   10 1 1 1
   1964    3   10   11 1 1 1
   1965    3   10   12 1 1 1
   1966    3   10   13 1 1 1
   1967    3   10   14 1 1 1
   1968    3   10   15 1 1 1
   1969    3   10   16 1 1 1
   1970    3   10   17 1 1 1
   1971    3   10   18 1 1 1
   1972    3   10   19 1 1 1
   1973    3   10   20 1 1 1
   1974    3   10   21 1 1 1
   1975    3   11    1 1 1 1
   1976    3   11    2 1 1 1
   1977    3   11    3 1 1 1
   1978    3   11    4 1 1 1
   1979    3   11    5 1 1 1
   1980    3   11    6 1 1 1
   1981    3   11    7 1 1 1
   1982    3   11    8 1 1 1
   1983    3   11    9 1 1 1
   1984    3   11   10 1 1 1
   1985    3   11   11 1 1 1
   1986    3   11   12 1 1 1
   1987    3   11   13 1 1 1
   1988    3   11   14 1 1 1
   1989    3   11   15 1 1 1
   1990    3   11   16 1 1 1
   1991    3   11   17 1 1 1
   1992    3   11   18 1 1 1
   1993    3   11   19 1 1 1
   1994    3   11   20 1 1 1
   1995    3   11   21 1 1 1
   1996    3   12    1 1 1 1
   1997    3   12    2 1 1 1
   1998    3   12    3 1 1 1
   1999    3   12    4 1 1 1
   2000    3   12    5 1 1 1
   2001    3   12    6 1 1 1
   2002    3   12    7 1 1 1
   2003    3   12    8 1 1 1
   2004    3   12    9 1 1 1
   2005    3   12   10 1 1 1
   2006    3   12   11 1 1 1
   2007    3   12   12 1 1 1
   2008    3   12   13 1 1 1
   2009    3   12   14 1 1 1
   2010    3   12   15 1 1 1
   2011    3   12   16 1 1 1
   2012    3   12   17 1 1 1
   2013    3   12   18 1 1 1
   2014    3   12   19 1 1 1
   2015    3   12   20 1 1 1
   2016    3   12   21 1 1 1
   2017    3   13    1 1 1 1
   2018    3   13    2 1 1 1
   2019    3   13    3 1 1 1
   2020    3   13    4 1 1 1
   2021    3   13    5 1 1 1
   2022    3   13    6 1 1 1
   2023    3   13    7 1 1 1
   2024    3   13    8 1 1 1
   2025    3   13    9 1 1 1
   2026    3   13   10 1 1 1
   2027    3   13   11 1 1 1
   2028    3   13   12 1 1 1
   2029    3   13   13 1 1 1
   2030    3   13   14 1 1 1
   2031    3   13   15 1 1 1
   2032    3   13   16 1 1 1
   2033    3   13   17 1 1 1
   2034    3   13   18 1 1 1
   2035    3   13   19 1 1 1
   2036    3   13   20 1 1 1
   2037    3   13   21 1 1 1
   2038    3   14    1 1 1 1
   2039    3   14    2 1 1 1
   2040    3   14    3 1 1 1
   2041    3   14    4 1 1 1
   2042    3   14    5 1 1 1
   2043    3   14    6 1 1 1
   2044    3   14    7 1 1 1
   2045    3   14    8 1 1 1
   2046    3   14    9 1 1 1
   2047    3   14   10 1 1 1
   2048    3   14   11 1 1 1
   2049    3   14   12 1 1 1
   2050    3   14   13 1 1 1
   2051    3   14   14 1 1 1
   2052    3   14   15 1 1 1
   2053    3   14   16 1 1 1
   2054    3   14   17 1 1 1
   2055    3   14   18 1 1 1
   2056    3   14   19 1 1 1
   2057    3   14   20 1 1 1
   2058    3   14   21 1 1 1
   2059    3   15    1 1 1 1
   2060    3   15    2 1 1 1
   2061    3   15    3 1 1 1
   2062    3   15    4 1 1 1
   2063    3   15    5 1 1 1
   2064    3   15    6 1 1 1
   2065    3   15    7 1 1 1
   2066    3   15    8 1 1 1
   2067    3   15    9 1 1 1
   2068    3   15   10 1 1 1
   2069    3   15   11 1 1 1
   2070    3   15   12 1 1 1
   2071    3   15   13 1 1 1
   2072    3   15   14 1 1 1
   2073    3   15   15 1 1 1
   2074    3   15   16 1 1 1
   2075    3   15   17 1 1 1
   2076    3   15   18 1 1 1
   2077    3   15   19 1 1 1
   2078    3   15   20 1 1 1
   2079    3   15   21 1 1 1
   2080    3   16    1 1 1 1
   2081    3   16    2 1 1 1
   2082    3   16    3 1 1 1
   2083    3   16    4 1 1 1
   2084    3   16    5 1 1 1
   2085    3   16    6 1 1 1
   2086    3   16    7 1 1 1
   2087    3   16    8 1 1 1
   2088    3   16    9 1 1 1
   2089    3   16   10 1 1 1
   2090    3   16   11 1 1 1
   2091    3   16   12 1 1 1
   2092    3   16   13 1 1 1
   2093    3   16   14 1 1 1
   2094    3   16   15 1 1 1
   2095    3   16   16 1 1 1
   2096    3   16   17 1 1 1
   2097    3   16   18 1 1 1
   2098    3   16   19 1 1 1
   2099    3   16   20 1 1 1
   2100    3   16   21 1 1 1
   2101    3   17    1 1 1 1
   2102    3   17    2 1 1 1
   2103    3   17    3 1 1 1
   2104    3   17    4 1 1 1
   2105    3   17    5 1 1 1
   2106    3   17    6 1 1 1
   2107    3   17    7 1 1 1
   2108    3   17    8 1 1 1
   2109    3   17    9 1 1 1
   2110    3   17   10 1 1 1
   2111    3   17   11 1 1 1
   2112    3   17   12 1 1 1
   2113    3   17   13 1 1 1
   2114    3   17   14 1 1 1
   2115    3   17   15 1 1 1
   2116    3   17   16 1 1 1
   2117    3   17   17 1 1 1
   2118    3   17   18 1 1 1
   2119    3   17   19 1 1 1
   2120    3   17   20 1 1 1
   2121    3   17   21 1 1 1
   2122    3   18    1 1 1 1
   2123    3   18    2 1 1 1
   2124    3   18    3 1 1 1
   2125    3   18    4 1 1 1
   2126    3   18    5 1 1 1
   2127    3   18    6 1 1 1
   2128    3   18    7 1 1 1
   2129    3   18    8 1 1 1
   2130    3   18    9 1 1 1
   2131    3   18   10 1 1 1
   2132    3   18   11 1 1 1
   2133    3   18   12 1 1 1
   2134    3   18   13 1 1 1
   2135    3   18   14 1 1 1
   2136    3   18   15 1 1 1
   2137    3   18   16 1 1 1
   2138    3   18   17 1 1 1
   2139    3   18   18 1 1 1
   2140    3   18   19 1 1 1
   2141    3   18   20 1 1 1
   2142    3   18   21 1 1 1
   2143    3   19    1 1 1 1
   2144    3   19    2 1 1 1
   2145    3   19    3 1 1 1
   2146    3   19    4 1 1 1
   2147    3   19    5 1 1 1
   2148    3   19    6 1 1 1
   2149    3   19    7 1 1 1
   2150    3   19    8 1 1 1
   2151    3   19    9 1 1 1
   2152    3   19   10 1 1 1
   2153    3   19   11 1 1 1
   2154    3   19   12 1 1 1
   2155    3   19   13 1 1 1
   2156    3   19   14 1 1 1
   2157    3   19   15 1 1 1
   2158    3   19   16 1 1 1
   2159    3   19   17 1 1 1
   2160    3   19   18 1 1 1
   2161    3   19   19 1 1 1
   2162    3   19   20 1 1 1
   2163    3   19   21 1 1 1
   2164    3   20    1 1 1 1
   2165    3   20    2 1 1 1
   2166    3   20    3 1 1 1
   2167    3   20    4 1 1 1
   2168    3   20    5 1 1 1
   2169    3   20    6 1 1 1
   2170    3   20    7 1 1 1
   2171    3   20    8 1 1 1
   2172    3   20    9 1 1 1
   2173    3   20   10 1 1 1
   2174    3   20   11 1 1 1
   2175    3   20   12 1 1 1
   2176    3   20   13 1 1 1
   2177    3   20   14 1 1 1
   2178    3   20   15 1 1 1
   2179    3   20   16 1 1 1
   2180    3   20   17 1 1 1
   2181    3   20   18 1 1 1
   2182    3   20   19 1 1 1
   2183    3   20   20 1 1 1
   2184    3   20   21 1 1 1
   2185    3   21    1 1 1 1
   2186    3   21    2 1 1 1
   2187    3   21    3 1 1 1
   2188    3   21    4 1 1 1
   2189    3   21    5 1 1 1
   2190    3   21    6 1 1 1
   2191    3   21    7 1 1 1
   2192    3   21    8 1 1 1
   2193    3   21    9 1 1 1
   2194    3   21   10 1 1 1
   2195    3   21   11 1 1 1
   2196    3   21   12 1 1 1
   2197    3   21   13 1 1 1
   2198    3   21   14 1 1 1
   2199    3   21   15 1 1 1
   2200    3   21   16 1 1 1
   2201    3   21   17 1 1 1
   2202    3   21   18 1 1 1
   2203    3   21   19 1 1 1
   2204    3   21   20 1 1 1
   2205    3   21   21 1 1 1
   2206    3   22    1 1 1 1
   2207    3   22    2 1 1 1
   2208    3   22    3 1 1 1
   2209    3   22    4 1 1 1
   2210    3   22    5 1 1 1
   2211    3   22    6 1 1 1
   2212    3   22    7 1 1 1
   2213    3   22    8 1 1 1
   2214    3   22    9 1 1 1
   2215    3   22   10 1 1 1
   2216    3   22   11 1 1 1
   2217    3   22   12 1 1 1
   2218    3   22   13 1 1 1
   2219    3   22   14 1 1 1
   2220    3   22   15 1 1 1
   2221    3   22   16 1 1 1
   2222    3   22   17 1 1 1
   2223    3   22   18 1 1 1
   2224    3   22   19 1 1 1
   2225    3   22   20 1 1 1
   2226    3   22   21 1 1 1
   2227    3   23    1 1 1 1
   2228    3   23    2 1 1 1
   2229    3   23    3 1 1 1
   2230    3   23    4 1 1 1
   2231    3   23    5 1 1 1
   2232    3   23    6 1 1 1
   2233    3   23    7 1 1 1
   2234    3   23    8 1 1 1
   2235    3   23    9 1 1 1
   2236    3   23   10 1 1 1
   2237    3   23   11 1 1 1
   2238    3   23   12 1 1 1
   2239    3   23   13 1 1 1
   2240    3   23   14 1 1 1
   2241    3   23   15 1 1 1
   2242    3   23   16 1 1 1
   2243    3   23   17 1 1 1
   2244    3   23   18 1 1 1
   2245    3   23   19 1 1 1
   2246    3   23   20 1 1 1
   2247    3   23   21 1 1 1
   2248    3   24    1 1 1 1
   2249    3   24    2 1 1 1
   2250    3   24    3 1 1 1
   2251    3   24    4 1 1 1
   2252    3   24    5 1 1 1
   2253    3   24    6 1 1 1
   2254    3   24    7 1 1 1
   2255    3   24    8 1 1 1
   2256    3   24    9 1 1 1
   2257    3   24   10 1 1 1
   2258    3   24   11 1 1 1
   2259    3   24   12 1 1 1
   2260    3   24   13 1 1 1
   2261    3   24   14 1 1 1
   2262    3   24   15 1 1 1
   2263    3   24   16 1 1 1
   2264    3   24   17 1 1 1
   2265    3   24   18 1 1 1
   2266    3   24   19 1 1 1
   2267    3   24   20 1 1 1
   2268    3   24   21 1 1 1
   2269    3   25    1 1 1 1
   2270    3   25    2 1 1 1
   2271    3   25    3 1 1 1
   2272    3   25    4 1 1 1
   2273    3   25    5 1 1 1
   2274    3   25    6 1 1 1
   2275    3   25    7 1 1 1
   2276    3   25    8 1 1 1
   2277    3   25    9 1 1 1
   2278    3   25   10 1 1 1
   2279    3   25   11 1 1 1
   2280    3   25   12 1 1 1
   2281    3   25   13 1 1 1
   2282    3   25   14 1 1 1
   2283    3   25   15 1 1 1
   2284    3   25   16 1 1 1
   2285    3   25   17 1 1 1
   2286    3   25   18 1 1 1
   2287    3   25   19 1 1 1
   2288    3   25   20 1 1 1
   2289    3   25   21 1 1 1
   2290    3   26    1 1 1 1
   2291    3   26    2 1 1 1
   2292    3   26    3 1 1 1
   2293    3   26    4 1 1 1
   2294    3   26    5 1 1 1
   2295    3   26    6 1 1 1
   2296    3   26    7 1 1 1
   2297    3   26    8 1 1 1
   2298    3   26    9 1 1 1
   2299    3   26   10 1 1 1
   2300    3   26   11 1 1 1
   2301    3   26   12 1 1 1
   2302    3   26   13 1 1 1
   2303    3   26   14 1 1 1
   2304    3   26   15 1 1 1
   2305    3   26   16 1 1 1
   2306    3   26   17 1 1 1
   2307    3   26   18 1 1 1
   2308    3   26   19 1 1 1
   2309    3   26   20 1 1 1
   2310    3   26   21 1 1 1
   2311    3   27    1 1 1 1
   2312    3   27    2 1 1 1
   2313    3   27    3 1 1 1
   2314    3   27    4 1 1 1
   2315    3   27    5 1 1 1
   2316    3   27    6 1 1 1
   2317    3   27    7 1 1 1
   2318    3   27    8 1 1 1
   2319    3   27    9 1 1 1
   2320    3   27   10 1 1 1
   2321    3   27   11 1 1 1
   2322    3   27   12 1 1 1
   2323    3   27   13 1 1 1
   2324    3   27   14 1 1 1
   2325    3   27   15 1 1 1
   2326    3   27   16 1 1 1
   2327    3   27   17 1 1 1
   2328    3   27   18 1 1 1
   2329    3   27   19 1 1 1
   2330    3   27   20 1 1 1
   2331    3   27   21 1 1 1
   2332    3   28    1 1 1 1
   2333    3   28    2 1 1 1
   2334    3   28    3 1 1 1
   2335    3   28    4 1 1 1
   2336    3   28    5 1 1 1
   2337    3   28    6 1 1 1
   2338    3   28    7 1 1 1
   2339    3   28    8 1 1 1
   2340    3   28    9 1 1 1
   2341    3   28   10 1 1 1
   2342    3   28   11 1 1 1
   2343    3   28   12 1 1 1
   2344    3   28   13 1 1 1
   2345    3   28   14 1 1 1
   2346    3   28   15 1 1 1
   2347    3   28   16 1 1 1
   2348    3   28   17 1 1 1
   2349    3   28   18 1 1 1
   2350    3   28   19 1 1 1
   2351    3   28   20 1 1 1
   2352    3   28   21 1 1 1
   2353    3   29    1 1 1 1
   2354    3   29    2 1 1 1
   2355    3   29    3 1 1 1
   2356    3   29    4 1 1 1
   2357    3   29    5 1 1 1
   2358    3   29    6 1 1 1
   2359    3   29    7 1 1 1
   2360    3   29    8 1 1 1
   2361    3   29    9 1 1 1
   2362    3   29   10 1 1 1
   2363    3   29   11 1 1 1
   2364    3   29   12 1 1 1
   2365    3   29   13 1 1 1
   2366    3   29   14 1 1 1
   2367    3   29   15 1 1 1
   2368    3   29   16 1 1 1
   2369    3   29   17 1 1 1
   2370    3   29   18 1 1 1
   2371    3   29   19 1 1 1
   2372    3   29   20 1 1 1
   2373    3   29   21 1 1 1
   2374    3   30    1 1 1 1
   2375    3   30    2 1 1 1
   2376    3   30    3 1 1 1
   2377    3   30    4 1 1 1
   2378    3   30    5 1 1 1
   2379    3   30    6 1 1 1
   2380    3   30    7 1 1 1
   2381    3   30    8 1 1 1
   2382    3   30    9 1 1 1
   2383    3   30   10 1 1 1
   2384    3   30   11 1 1 1
   2385    3   30   12 1 1 1
   2386    3   30   13 1 1 1
   2387    3   30   14 1 1 1
   2388    3   30   15 1 1 1
   2389    3   30   16 1 1 1
   2390    3   30   17 1 1 1
   2391    3   30   18 1 1 1
   2392    3   30   19 1 1 1
   2393    3   30   20 1 1 1
   2394    3   30   21 1 1 1
   2395    3   31    1 1 1 1
   2396    3   31    2 1 1 1
   2397    3   31    3 1 1 1
   2398    3   31    4 1 1 1
   2399    3   31    5 1 1 1
   2400    3   31    6 1 1 1
   2401    3   31    7 1 1 1
   2402    3   31    8 1 1 1
   2403    3   31    9 1 1 1
   2404    3   31   10 1 1 1
   2405    3   31   11 1 1 1
   2406    3   31   12 1 1 1
   2407    3   31   13 1 1 1
   2408    3   31   14 1 1 1
   2409    3   31   15 1 1 1
   2410    3   31   16 1 1 1
   2411    3   31   17 1 1 1
   2412    3   31   18 1 1 1
   2413    3   31   19 1 1 1
   2414    3   31   20 1 1 1
   2415    3   31   21 1 1 1
   2416    3   32    1 1 1 1
   2417    3   32    2 1 1 1
   2418    3   32    3 1 1 1
   2419    3   32    4 1 1 1
   2420    3   32    5 1 1 1
   2421    3   32    6 1 1 1
   2422    3   32    7 1 1 1
   2423    3   32    8 1 1 1
   2424    3   32    9 1 1 1
   2425    3   32   10 1 1 1
   2426    3   32   11 1 1 1
   2427    3   32   12 1 1 1
   2428    3   32   13 1 1 1
   2429    3   32   14 1 1 1
   2430    3   32   15 1 1 1
   2431    3   32   16 1 1 1
   2432    3   32   17 1 1 1
   2433    3   32   18 1 1 1
   2434    3   32   19 1 1 1
   2435    3   32   20 1 1 1
   2436    3   32   21 1 1 1
   2437    3   33    1 1 1 1
   2438    3   33    2 1 1 1
   2439    3   33    3 1 1 1
   2440    3   33    4 1 1 1
   2441    3   33    5 1 1 1
   2442    3   33    6 1 1 1
   2443    3   33    7 1 1 1
   2444    3   33    8 1 1 1
   2445    3   33    9 1 1 1
   2446    3   33   10 1 1 1
   2447    3   33   11 1 1 1
   2448    3   33   12 1 1 1
   2449    3   33   13 1 1 1
   2450    3   33   14 1 1 1
   2451    3   33   15 1 1 1
   2452    3   33   16 1 1 1
   2453    3   33   17 1 1 1
   2454    3   33   18 1 1 1
   2455    3   33   19 1 1 1
   2456    3   33   20 1 1 1
   2457    3   33   21 1 1 1
   2458    3   34    1 1 1 1
   2459    3   34    2 1 1 1
   2460    3   34    3 1 1 1
   2461    3   34    4 1 1 1
   2462    3   34    5 1 1 1
   2463    3   34    6 1 1 1
   2464    3   34    7 1 1 1
   2465    3   34    8 1 1 1
   2466    3   34    9 1 1 1
   2467    3   34   10 1 1 1
   2468    3   34   11 1 1 1
   2469    3   34   12 1 1 1
   2470    3   34   13 1 1 1
   2471    3   34   14 1 1 1
   2472    3   34   15 1 1 1
   2473    3   34   16 1 1 1
   2474    3   34   17 1 1 1
   2475    3   34   18 1 1 1
   2476    3   34   19 1 1 1
   2477    3   34   20 1 1 1
   2478    3   34   21 1 1 1
   2479    3   35    1 1 1 1
   2480    3   35    2 1 1 1
   2481    3   35    3 1 1 1
   2482    3   35    4 1 1 1
   2483    3   35    5 1 1 1
   2484    3   35    6 1 1 1
   2485    3   35    7 1 1 1
   2486    3   35    8 1 1 1
   2487    3   35    9 1 1 1
   2488    3   35   10 1 1 1
   2489    3   35   11 1 1 1
   2490    3   35   12 1 1 1
   2491    3   35   13 1 1 1
   2492    3   35   14 1 1 1
   2493    3   35   15 1 1 1
   2494    3   35   16 1 1 1
   2495    3   35   17 1 1 1
   2496    3   35   18 1 1 1
   2497    3   35   19 1 1 1
   2498    3   35   20 1 1 1
   2499    3   35   21 1 1 1
   2500    3   36    1 1 1 1
   2501    3   36    2 1 1 1
   2502    3   36    3 1 1 1
   2503    3   36    4 1 1 1
   2504    3   36    5 1 1 1
   2505    3   36    6 1 1 1
   2506    3   36    7 1 1 1
   2507    3   36    8 1 1 1
   2508    3   36    9 1 1 1
   2509    3   36   10 1 1 1
   2510    3   36   11 1 1 1
   2511    3   36   12 1 1 1
   2512    3   36   13 1 1 1
   2513    3   36   14 1 1 1
   2514    3   36   15 1 1 1
   2515    3   36   16 1 1 1
   2516    3   36   17 1 1 1
   2517    3   36   18 1 1 1
   2518    3   36   19 1 1 1
   2519    3   36   20 1 1 1
   2520    3   36   21 1 1 1
   2521    3   37    1 1 1 1
   2522    3   37    2 1 1 1
   2523    3   37    3 1 1 1
   2524    3   37    4 1 1 1
   2525    3   37    5 1 1 1
   2526    3   37    6 1 1 1
   2527    3   37    7 1 1 1
   2528    3   37    8 1 1 1
   2529    3   37    9 1 1 1
   2530    3   37   10 1 1 1
   2531    3   37   11 1 1 1
   2532    3   37   12 1 1 1
   2533    3   37   13 1 1 1
   2534    3   37   14 1 1 1
   2535    3   37   15 1 1 1
   2536    3   37   16 1 1 1
   2537    3   37   17 1 1 1
   2538    3   37   18 1 1 1
   2539    3   37   19 1 1 1
   2540    3   37   20 1 1 1
   2541    3   37   21 1 1 1
   2542    3   38    1 1 1 1
   2543    3   38    2 1 1 1
   2544    3   38    3 1 1 1
   2545    3   38    4 1 1 1
   2546    3   38    5 1 1 1
   2547    3   38    6 1 1 1
   2548    3   38    7 1 1 1
   2549    3   38    8 1 1 1
   2550    3   38    9 1 1 1
   2551    3   38   10 1 1 1
   2552    3   38   11 1 1 1
   2553    3   38   12 1 1 1
   2554    3   38   13 1 1 1
   2555    3   38   14 1 1 1
   2556    3   38   15 1 1 1
   2557    3   38   16 1 1 1
   2558    3   38   17 1 1 1
   2559    3   38   18 1 1 1
   2560    3   38   19 1 1 1
   2561    3   38   20 1 1 1
   2562    3   38   21 1 1 1
   2563    3   39    1 1 1 1
   2564    3   39    2 1 1 1
   2565    3   39    3 1 1 1
   2566    3   39    4 1 1 1
   2567    3   39    5 1 1 1
   2568    3   39    6 1 1 1
   2569    3   39    7 1 1 1
   2570    3   39    8 1 1 1
   2571    3   39    9 1 1 1
   2572    3   39   10 1 1 1
   2573    3   39   11 1 1 1
   2574    3   39   12 1 1 1
   2575    3   39   13 1 1 1
   2576    3   39   14 1 1 1
   2577    3   39   15 1 1 1
   2578    3   39   16 1 1 1
   2579    3   39   17 1 1 1
   2580    3   39   18 1 1 1
   2581    3   39   19 1 1 1
   2582    3   39   20 1 1 1
   2583    3   39   21 1 1 1
   2584    3   40    1 1 1 1
   2585    3   40    2 1 1 1
   2586    3   40    3 1 1 1
   2587    3   40    4 1 1 1
   2588    3   40    5 1 1 1
   2589    3   40    6 1 1 1
   2590    3   40    7 1 1 1
   2591    3   40    8 1 1 1
   2592    3   40    9 1 1 1
   2593    3   40   10 1 1 1
   2594    3   40   11 1 1 1
   2595    3   40   12 1 1 1
   2596    3   40   13 1 1 1
   2597    3   40   14 1 1 1
   2598    3   40   15 1 1 1
   2599    3   40   16 1 1 1
   2600    3   40   17 1 1 1
   2601    3   40   18 1 1 1
   2602    3   40   19 1 1 1
   2603    3   40   20 1 1 1
   2604    3   40   21 1 1 1
   2605    3   41    1 1 1 1
   2606    3   41    2 1 1 1
   2607    3   41    3 1 1 1
   2608    3   41    4 1 1 1
   2609    3   41    5 1 1 1
   2610    3   41    6 1 1 1
   2611    3   41    7 1 1 1
   2612    3   41    8 1 1 1
   2613    3   41    9 1 1 1
   2614    3   41   10 1 1 1
   2615    3   41   11 1 1 1
   2616    3   41   12 1 1 1
   2617    3   41   13 1 1 1
   2618    3   41   14 1 1 1
   2619    3   41   15 1 1 1
   2620    3   41   16 1 1 1
   2621    3   41   17 1 1 1
   2622    3   41   18 1 1 1
   2623    3   41   19 1 1 1
   2624    3   41   20 1 1 1
   2625    3   41   21 1 1 1
   2626    3   42    1 1 1 1
   2627    3   42    2 1 1 1
   2628    3   42    3 1 1 1
   2629    3   42    4 1 1 1
   2630    3   42    5 1 1 1
   2631    3   42    6 1 1 1
   2632    3   42    7 1 1 1
   2633    3   42    8 1 1 1
   2634    3   42    9 1 1 1
   2635    3   42   10 1 1 1
   2636    3   42   11 1 1 1
   2637    3   42   12 1 1 1
   2638    3   42   13 1 1 1
   2639    3   42   14 1 1 1
   2640    3   42   15 1 1 1
   2641    3   42   16 1 1 1
